id,name,email,home_address,dob,card_last4,member_since,tier,churn_risk
MEM-1628,Vera Davis,vera.davis1628@example.com,"981 Oak Ave, Erie, PA 43465",1957-09-22,9079,2018-12-01,standard,0.2
MEM-1629,Ximena Brzezinski,ximena.brzezinski1629@example.com,"380 Maple St, Akron, OH 49655",2000-04-16,7908,2023-12-01,standard,0.03
MEM-1630,Umar Brzezinski,umar.brzezinski1630@example.com,"779 Summit Ave, Fort Wayne, IN 45099",1976-10-12,8541,2024-08-01,standard,0.01
MEM-1631,Nadia Davis,nadia.davis1631@example.com,"100 Orchard Ave, Fort Wayne, IN 49762",1979-10-12,5887,2024-10-01,standard,0.05
MEM-1632,Mo Lee,mo.lee1632@example.com,"903 Summit Ave, Bowling Green, OH 43650",1991-12-04,7864,2017-05-01,standard,0.13
MEM-1633,Hannah White,hannah.white1633@example.com,"375 Elm Ct, South Bend, IN 45602",1961-07-14,7887,2021-11-01,standard,0.07
MEM-1634,Priya Adams,priya.adams1634@example.com,"643 Balloon Way, Dayton, OH 43368",1971-04-19,7791,2025-02-01,standard,0.04
MEM-1635,Flo Clark,flo.clark1635@example.com,"376 Harbor Rd, Kalamazoo, MI 48597",1971-02-04,2576,2024-05-01,standard,0.35
MEM-1636,Yuki Sanchez,yuki.sanchez1636@example.com,"209 Balloon Way, Dayton, OH 49934",1981-11-01,1200,2023-07-01,standard,0.18
MEM-1637,Stan Johnson,stan.johnson1637@example.com,"420 Oak Ave, Dayton, OH 46148",1986-10-27,3847,2017-09-01,standard,0.01
MEM-1638,Vera Baker,vera.baker1638@example.com,"174 Balloon Way, Bowling Green, OH 45371",1973-12-08,4407,2016-11-01,standard,0.21
MEM-1639,DeShawn Torres,deshawn.torres1639@example.com,"271 Maple St, Akron, OH 48607",1962-04-18,7712,2023-06-01,standard,0.35
MEM-1640,Pearl Torres,pearl.torres1640@example.com,"955 Willow Pass, Toledo, OH 45774",1984-08-27,2868,2018-03-01,standard,0.16
MEM-1641,Curtis Nowak,curtis.nowak1641@example.com,"604 Foundry St, Findlay, OH 48645",1992-09-10,5944,2025-03-01,standard,0.21
MEM-1642,Keiko Thompson,keiko.thompson1642@example.com,"367 Summit Ave, Fort Wayne, IN 44866",1990-12-27,4074,2021-02-01,standard,0.2
MEM-1643,Nadia Kowalczyk,nadia.kowalczyk1643@example.com,"989 Oak Ave, Sandusky, OH 44656",1999-06-19,5481,2022-08-01,standard,0.14
MEM-1644,Harriet Brown,harriet.brown1644@example.com,"729 Willow Pass, Sandusky, OH 49306",1999-12-20,4285,2018-09-01,golden_goose,0.24
MEM-1645,Greg Johnson,greg.johnson1645@example.com,"175 Meadow Ln, Erie, PA 45014",1999-04-04,7367,2022-02-01,standard,0.17
MEM-1646,Zoe Tanaka,zoe.tanaka1646@example.com,"429 Prairie Ln, Fort Wayne, IN 43425",1996-05-15,3321,2019-11-01,standard,0.19
MEM-1647,Chen Martinez,chen.martinez1647@example.com,"49 Lakeview Dr, Findlay, OH 43800",1966-02-18,8242,2023-01-01,standard,0.12
MEM-1648,Omar Perez,omar.perez1648@example.com,"477 Oak Ave, Toledo, OH 46099",1965-09-09,1952,2017-07-01,standard,0.3
MEM-1649,Lamar Osei,lamar.osei1649@example.com,"858 Summit Ave, Fort Wayne, IN 47294",1998-10-23,1236,2025-07-01,standard,0.13
MEM-1650,Omar Moore,omar.moore1650@example.com,"109 Orchard Ave, Erie, PA 43484",1957-11-03,7551,2021-09-01,standard,0.33
MEM-1651,Dolores Osei,dolores.osei1651@example.com,"105 Airline Rd, Sandusky, OH 47026",1963-07-22,5913,2016-08-01,standard,0.3
MEM-1652,Carlos Wilson,carlos.wilson1652@example.com,"342 Lakeview Dr, Toledo, OH 46392",1978-06-27,2290,2019-08-01,standard,0.33
MEM-1653,Quinn Kim,quinn.kim1653@example.com,"175 Foundry St, Kalamazoo, MI 49729",2001-06-24,1241,2016-09-01,standard,0.26
MEM-1654,Keiko Perez,keiko.perez1654@example.com,"383 Balloon Way, Findlay, OH 44866",1963-10-08,1462,2020-10-01,standard,0.34
MEM-1655,Arthur King,arthur.king1655@example.com,"874 Orchard Ave, Findlay, OH 48183",1992-10-10,3830,2015-07-01,standard,0.13
MEM-1656,Fatima Hernandez,fatima.hernandez1656@example.com,"576 Elm Ct, Bowling Green, OH 43153",2004-07-27,9767,2021-02-01,standard,0.38
MEM-1657,Harriet Johnson,harriet.johnson1657@example.com,"32 Maple St, Findlay, OH 46313",1965-11-17,3120,2020-01-01,standard,0.25
MEM-1658,Tomasz Sanchez,tomasz.sanchez1658@example.com,"986 Airline Rd, South Bend, IN 43594",1984-10-05,6331,2025-03-01,standard,0.33
MEM-1659,Quinn Davis,quinn.davis1659@example.com,"453 Oak Ave, Kalamazoo, MI 43133",1961-03-14,7826,2025-11-01,standard,0.18
MEM-1660,Harriet Ramirez,harriet.ramirez1660@example.com,"383 Ferry St, Toledo, OH 49054",1982-08-12,9340,2017-01-01,standard,0.12
MEM-1661,Nellie Thomas,nellie.thomas1661@example.com,"724 Balloon Way, Dayton, OH 44151",1969-01-02,3069,2025-07-01,standard,0.37
MEM-1662,Otis Brown,otis.brown1662@example.com,"493 Elm Ct, Ann Arbor, MI 49722",1978-12-12,1126,2017-03-01,standard,0.31
MEM-1663,Ray Brown,ray.brown1663@example.com,"716 Meadow Ln, Ann Arbor, MI 49359",1995-09-26,4625,2025-09-01,standard,0.19
MEM-1664,Nadia Smith,nadia.smith1664@example.com,"677 Prairie Ln, Dayton, OH 46961",1991-07-28,4739,2019-07-01,standard,0.01
MEM-1665,Greg Brown,greg.brown1665@example.com,"12 Willow Pass, South Bend, IN 45881",2001-03-24,1675,2024-11-01,standard,0.12
MEM-1666,Luis Osei,luis.osei1666@example.com,"155 Foundry St, Fort Wayne, IN 49663",1963-06-12,7493,2018-04-01,standard,0.33
MEM-1667,Umar Tanaka,umar.tanaka1667@example.com,"69 Willow Pass, Akron, OH 43510",2001-06-12,8738,2022-06-01,standard,0.05
MEM-1668,Tomasz Womack,tomasz.womack1668@example.com,"608 Airline Rd, Columbus, OH 45002",1977-05-16,5737,2024-11-01,golden_goose,0.06
MEM-1669,Dolores Walker,dolores.walker1669@example.com,"813 Summit Ave, Dayton, OH 47533",1980-01-08,5550,2024-01-01,standard,0.15
MEM-1670,Rosa Miller,rosa.miller1670@example.com,"769 Orchard Ave, Bowling Green, OH 45391",1982-01-14,6723,2025-06-01,standard,0.33
MEM-1671,Ernesto Lee,ernesto.lee1671@example.com,"559 Foundry St, Findlay, OH 45890",1992-07-17,2263,2018-11-01,golden_goose,0.38
MEM-1672,Tomasz Young,tomasz.young1672@example.com,"26 Airline Rd, Bowling Green, OH 43581",1958-06-04,4872,2020-09-01,standard,0.38
MEM-1673,Ivan Smith,ivan.smith1673@example.com,"841 Prairie Ln, Ann Arbor, MI 46926",1955-08-23,5284,2021-07-01,standard,0.27
MEM-1674,Ray Johnson,ray.johnson1674@example.com,"870 Summit Ave, Dayton, OH 47604",1998-06-22,3247,2018-03-01,standard,0.15
MEM-1675,Fatima Martin,fatima.martin1675@example.com,"604 Lakeview Dr, South Bend, IN 44587",1968-02-15,9585,2022-10-01,standard,0.1
MEM-1676,Ingrid Osei,ingrid.osei1676@example.com,"462 Canal Rd, Dayton, OH 43423",1983-11-01,3858,2017-01-01,standard,0.04
MEM-1677,Umar Robinson,umar.robinson1677@example.com,"112 Cedar Blvd, Erie, PA 47734",2000-05-01,7593,2024-08-01,standard,0.3
MEM-1678,Umar Adams,umar.adams1678@example.com,"948 Elm Ct, Findlay, OH 44364",1960-08-17,7775,2018-12-01,standard,0.09
MEM-1679,Flo Womack,flo.womack1679@example.com,"867 Prairie Ln, Akron, OH 44831",1969-09-27,4100,2023-06-01,standard,0.03
MEM-1680,Quinn Lee,quinn.lee1680@example.com,"219 Summit Ave, Bowling Green, OH 45795",1972-01-06,9521,2025-04-01,standard,0.03
MEM-1681,Pearl Young,pearl.young1681@example.com,"629 Meadow Ln, Fort Wayne, IN 48292",1981-09-26,6304,2017-07-01,standard,0.27
MEM-1682,Vera Allen,vera.allen1682@example.com,"323 Ferry St, Bowling Green, OH 49727",1977-07-15,4905,2017-11-01,golden_goose,0.38
MEM-1683,Tina Thomas,tina.thomas1683@example.com,"312 Lakeview Dr, Fort Wayne, IN 46367",1978-02-12,5648,2015-11-01,standard,0.19
MEM-1684,Tomasz King,tomasz.king1684@example.com,"209 Ferry St, Toledo, OH 48828",1955-01-01,2825,2021-04-01,standard,0.27
MEM-1685,Greg Wright,greg.wright1685@example.com,"914 Balloon Way, Fort Wayne, IN 47856",1999-08-10,1112,2016-07-01,golden_goose,0.02
MEM-1686,Quinn Walker,quinn.walker1686@example.com,"32 Oak Ave, Ann Arbor, MI 48602",1999-02-26,5697,2015-05-01,standard,0.33
MEM-1687,Pearl Jackson,pearl.jackson1687@example.com,"432 Summit Ave, Toledo, OH 45393",1966-01-23,7386,2025-01-01,standard,0.35
MEM-1688,Jerome Smith,jerome.smith1688@example.com,"41 Ferry St, South Bend, IN 47309",1970-07-13,5426,2018-08-01,standard,0.37
MEM-1689,Luis Moore,luis.moore1689@example.com,"991 Prairie Ln, Akron, OH 49170",1968-04-12,1499,2022-11-01,standard,0.21
MEM-1690,Zoe Perez,zoe.perez1690@example.com,"964 Cedar Blvd, Columbus, OH 48245",1999-09-21,1150,2021-05-01,standard,0.32
MEM-1691,Ingrid Walker,ingrid.walker1691@example.com,"554 Meadow Ln, Toledo, OH 45167",1990-11-19,7540,2023-02-01,golden_goose,0.29
MEM-1692,Luis Robinson,luis.robinson1692@example.com,"138 Cedar Blvd, Bowling Green, OH 44221",1956-01-06,4495,2022-01-01,standard,0.01
MEM-1693,Mabel White,mabel.white1693@example.com,"67 Cedar Blvd, Findlay, OH 43637",1973-01-03,9106,2018-08-01,standard,0.31
MEM-1694,Flo Thomas,flo.thomas1694@example.com,"503 Oak Ave, Erie, PA 48677",1984-05-18,2242,2017-01-01,standard,0.22
MEM-1695,Lamar Torres,lamar.torres1695@example.com,"672 Balloon Way, Columbus, OH 45130",1980-05-19,5011,2018-03-01,standard,0.14
MEM-1696,Ray Davis,ray.davis1696@example.com,"414 Meadow Ln, Dayton, OH 47916",1984-12-02,2999,2015-02-01,standard,0.05
MEM-1697,Arthur Harris,arthur.harris1697@example.com,"473 Oak Ave, Dayton, OH 43654",1988-12-28,9140,2017-02-01,standard,0.05
MEM-1698,Fatima Hill,fatima.hill1698@example.com,"717 Oak Ave, Erie, PA 48627",1999-10-22,7383,2016-06-01,standard,0.16
MEM-1699,Keiko Anderson,keiko.anderson1699@example.com,"21 Summit Ave, Akron, OH 46236",2001-04-04,3937,2015-09-01,standard,0.02
MEM-1700,Lamar Brown,lamar.brown1700@example.com,"589 Lakeview Dr, Akron, OH 45746",1959-02-16,3836,2018-12-01,standard,0.34
MEM-1701,Keiko Torres,keiko.torres1701@example.com,"81 Meadow Ln, Sandusky, OH 44292",1977-11-24,5165,2021-08-01,standard,0.34
MEM-1702,Chen Garcia,chen.garcia1702@example.com,"906 Lakeview Dr, Dayton, OH 49603",1963-04-03,9851,2023-12-01,standard,0.4
MEM-1703,Jerome Moore,jerome.moore1703@example.com,"149 Ferry St, Columbus, OH 45054",1966-10-22,8086,2019-08-01,standard,0.23
MEM-1704,Luis Sanchez,luis.sanchez1704@example.com,"396 Elm Ct, Dayton, OH 45654",1965-12-16,8503,2018-03-01,standard,0.33
MEM-1705,Jamal Young,jamal.young1705@example.com,"927 Orchard Ave, Dayton, OH 48566",1979-06-18,6109,2021-08-01,standard,0.23
MEM-1706,Nadia Green,nadia.green1706@example.com,"632 Balloon Way, Fort Wayne, IN 48526",1989-12-17,5759,2024-11-01,standard,0.04
MEM-1707,Tina Tanaka,tina.tanaka1707@example.com,"831 Oak Ave, Columbus, OH 43805",1978-04-27,7102,2023-12-01,standard,0.13
MEM-1708,Pearl Adams,pearl.adams1708@example.com,"730 Canal Rd, Bowling Green, OH 44184",1974-08-11,2464,2022-06-01,standard,0.29
MEM-1709,Hannah Garcia,hannah.garcia1709@example.com,"115 Summit Ave, Bowling Green, OH 43206",1960-02-17,5341,2020-11-01,standard,0.13
MEM-1710,Wes Garcia,wes.garcia1710@example.com,"790 Canal Rd, Ann Arbor, MI 44734",1958-05-14,8946,2025-02-01,standard,0
MEM-1711,Nellie Wilson,nellie.wilson1711@example.com,"381 Balloon Way, Fort Wayne, IN 49265",1986-11-08,4134,2017-02-01,standard,0.39
MEM-1712,Greg Lee,greg.lee1712@example.com,"143 Foundry St, Erie, PA 48765",1963-07-15,4392,2017-06-01,standard,0.16
MEM-1713,Gus Okafor-Reyes,gus.okafor.reyes1713@example.com,"81 Meadow Ln, Dayton, OH 48978",2002-02-11,4964,2016-08-01,standard,0.38
MEM-1714,Aisha Brzezinski,aisha.brzezinski1714@example.com,"887 Summit Ave, Sandusky, OH 48269",1979-07-06,7815,2024-08-01,standard,0.26
MEM-1715,Flo Adams,flo.adams1715@example.com,"140 Meadow Ln, South Bend, IN 45025",1981-06-17,8420,2020-09-01,standard,0.04
MEM-1716,Chen Walker,chen.walker1716@example.com,"276 Summit Ave, Findlay, OH 44507",1987-07-19,2660,2022-03-01,standard,0.32
MEM-1717,Nadia Moore,nadia.moore1717@example.com,"892 Canal Rd, Erie, PA 45052",1996-03-04,9834,2025-12-01,golden_goose,0.31
MEM-1718,Ernesto Walker,ernesto.walker1718@example.com,"15 Canal Rd, Ann Arbor, MI 48617",1976-12-17,2954,2024-09-01,standard,0.29
MEM-1719,Flo Kowalczyk,flo.kowalczyk1719@example.com,"567 Willow Pass, Kalamazoo, MI 46074",1983-04-12,2154,2016-10-01,standard,0.26
MEM-1720,Vera White,vera.white1720@example.com,"88 Balloon Way, Columbus, OH 48690",1982-05-08,5835,2018-09-01,standard,0.12
MEM-1721,Flo Hernandez,flo.hernandez1721@example.com,"194 Oak Ave, Sandusky, OH 49172",1963-10-06,6071,2023-11-01,standard,0.32
MEM-1722,Carlos Garcia,carlos.garcia1722@example.com,"331 Orchard Ave, Kalamazoo, MI 44301",1967-09-21,1036,2017-09-01,standard,0.04
MEM-1723,Jerome Sanchez,jerome.sanchez1723@example.com,"402 Harbor Rd, Fort Wayne, IN 44977",1979-02-28,3155,2023-10-01,standard,0.22
MEM-1724,Jamal Moore,jamal.moore1724@example.com,"292 Ferry St, Findlay, OH 47347",1984-08-18,7227,2016-09-01,golden_goose,0.22
MEM-1725,Ernesto Nguyen,ernesto.nguyen1725@example.com,"248 Ferry St, Dayton, OH 43970",1970-08-15,6631,2025-02-01,standard,0.36
MEM-1726,Gus Baker,gus.baker1726@example.com,"481 Foundry St, Columbus, OH 47925",1998-01-07,5073,2017-03-01,standard,0.24
MEM-1727,Yuki King,yuki.king1727@example.com,"562 Airline Rd, Erie, PA 49795",1990-04-23,3690,2024-01-01,standard,0.36
MEM-1728,Tomasz Nowak,tomasz.nowak1728@example.com,"565 Balloon Way, Kalamazoo, MI 43220",2000-01-26,1112,2017-11-01,standard,0.09
MEM-1729,Ivan Lewis,ivan.lewis1729@example.com,"763 Willow Pass, Fort Wayne, IN 46717",1999-05-13,3464,2024-11-01,standard,0.19
MEM-1730,Ximena Anderson,ximena.anderson1730@example.com,"893 Summit Ave, Findlay, OH 47845",1996-04-06,1612,2020-09-01,standard,0.35
MEM-1731,Ray Jackson,ray.jackson1731@example.com,"779 Foundry St, Fort Wayne, IN 48928",1962-02-21,1677,2018-01-01,standard,0.17
MEM-1732,Ray Brzezinski,ray.brzezinski1732@example.com,"238 Airline Rd, Toledo, OH 46408",1973-01-17,6517,2019-10-01,standard,0.17
MEM-1733,Mabel Miller,mabel.miller1733@example.com,"497 Foundry St, Kalamazoo, MI 46682",1983-02-27,9651,2019-09-01,standard,0.2
MEM-1734,Mo Patel,mo.patel1734@example.com,"43 Lakeview Dr, Ann Arbor, MI 48424",1978-08-12,9985,2019-08-01,standard,0.29
MEM-1735,Paloma Harris,paloma.harris1735@example.com,"764 Balloon Way, Akron, OH 44416",1997-06-16,8924,2020-12-01,standard,0.35
MEM-1736,Curtis Thompson,curtis.thompson1736@example.com,"288 Orchard Ave, Columbus, OH 44761",1994-08-27,7147,2016-01-01,standard,0.31
MEM-1737,Ivan Brown,ivan.brown1737@example.com,"507 Summit Ave, Bowling Green, OH 43334",1980-11-19,4836,2017-12-01,golden_goose,0.32
MEM-1738,Umar Kowalczyk,umar.kowalczyk1738@example.com,"799 Meadow Ln, Kalamazoo, MI 44984",1978-06-08,8736,2024-04-01,standard,0.22
MEM-1739,Greg Kim,greg.kim1739@example.com,"372 Meadow Ln, South Bend, IN 44420",1978-05-26,7100,2021-07-01,standard,0.22
MEM-1740,Jamal Young,jamal.young1740@example.com,"76 Cedar Blvd, Sandusky, OH 43030",1980-11-08,8980,2020-01-01,standard,0.17
MEM-1741,Linda Thomas,linda.thomas1741@example.com,"253 Ferry St, Fort Wayne, IN 49090",1985-08-05,4148,2017-09-01,standard,0.25
MEM-1742,Dolores White,dolores.white1742@example.com,"180 Balloon Way, Fort Wayne, IN 48528",1997-11-28,3026,2023-05-01,standard,0.25
MEM-1743,Tina Miller,tina.miller1743@example.com,"210 Prairie Ln, Fort Wayne, IN 46386",1967-04-16,9736,2024-09-01,standard,0.19
MEM-1744,Otis White,otis.white1744@example.com,"799 Canal Rd, Sandusky, OH 48127",1982-02-22,8491,2017-08-01,standard,0
MEM-1745,Linda Brown,linda.brown1745@example.com,"173 Oak Ave, Dayton, OH 43199",1993-02-04,4584,2022-11-01,golden_goose,0.24
MEM-1746,Umar Hill,umar.hill1746@example.com,"654 Elm Ct, Dayton, OH 46301",1960-04-05,8602,2015-04-01,standard,0.36
MEM-1747,Bettye White,bettye.white1747@example.com,"785 Balloon Way, Columbus, OH 49991",1999-01-12,1061,2019-09-01,standard,0.13
MEM-1748,Otis Young,otis.young1748@example.com,"978 Balloon Way, Toledo, OH 44357",1986-10-02,4923,2020-12-01,standard,0.28
MEM-1749,Ernesto Smith,ernesto.smith1749@example.com,"160 Summit Ave, Akron, OH 49631",1986-06-03,7990,2018-08-01,standard,0.35
MEM-1750,Ximena Okafor-Reyes,ximena.okafor.reyes1750@example.com,"442 Balloon Way, Ann Arbor, MI 47241",1971-01-19,9946,2020-05-01,standard,0.38
MEM-1751,Gus Thomas,gus.thomas1751@example.com,"119 Harbor Rd, Sandusky, OH 47361",1972-03-13,2385,2017-08-01,standard,0.31
MEM-1752,Ingrid Jackson,ingrid.jackson1752@example.com,"204 Airline Rd, Fort Wayne, IN 48466",1980-10-01,9836,2015-01-01,standard,0.3
MEM-1753,Stan Scott,stan.scott1753@example.com,"153 Meadow Ln, Dayton, OH 44266",1974-08-21,6851,2021-11-01,standard,0.35
MEM-1754,Bettye Green,bettye.green1754@example.com,"39 Oak Ave, Fort Wayne, IN 46084",1970-10-21,5751,2016-06-01,standard,0.27
MEM-1755,Aisha Patel,aisha.patel1755@example.com,"318 Lakeview Dr, Erie, PA 43584",1989-06-09,5473,2022-07-01,standard,0.21
MEM-1756,Rosa Allen,rosa.allen1756@example.com,"799 Summit Ave, Erie, PA 44809",1986-07-22,7263,2022-07-01,standard,0.28
MEM-1757,Flo Osei,flo.osei1757@example.com,"884 Elm Ct, Bowling Green, OH 47234",1973-01-02,4379,2018-11-01,golden_goose,0.05
MEM-1758,Ivan Johnson,ivan.johnson1758@example.com,"59 Foundry St, Fort Wayne, IN 44544",1955-07-20,5187,2016-04-01,standard,0.19
MEM-1759,Tina Robinson,tina.robinson1759@example.com,"524 Elm Ct, Bowling Green, OH 47279",1983-08-26,7677,2018-01-01,standard,0.34
MEM-1760,Greg Miller,greg.miller1760@example.com,"580 Orchard Ave, Toledo, OH 46673",1994-11-15,6541,2022-12-01,standard,0.39
MEM-1761,Nellie Thompson,nellie.thompson1761@example.com,"639 Foundry St, Erie, PA 43787",1958-11-02,1904,2020-09-01,golden_goose,0.19
MEM-1762,DeShawn Allen,deshawn.allen1762@example.com,"893 Orchard Ave, Akron, OH 46961",1984-05-09,6312,2018-06-01,standard,0.21
MEM-1763,Yuki Adams,yuki.adams1763@example.com,"32 Elm Ct, Erie, PA 43698",1988-06-16,3006,2016-07-01,standard,0.16
MEM-1764,Umar Lewis,umar.lewis1764@example.com,"36 Foundry St, Bowling Green, OH 48135",1984-12-15,8187,2016-10-01,standard,0.28
MEM-1765,Wes Al-Sayed,wes.al.sayed1765@example.com,"532 Oak Ave, Sandusky, OH 44732",1989-06-25,9421,2018-09-01,standard,0.12
MEM-1766,Ernesto Ramirez,ernesto.ramirez1766@example.com,"440 Ferry St, Sandusky, OH 48710",1962-03-04,3869,2021-08-01,standard,0.3
MEM-1767,Bob Thomas,bob.thomas1767@example.com,"394 Balloon Way, Bowling Green, OH 48186",1999-11-11,6976,2016-06-01,golden_goose,0.09
MEM-1768,Omar Jackson,omar.jackson1768@example.com,"308 Meadow Ln, Fort Wayne, IN 44004",2002-02-12,4189,2017-12-01,standard,0.35
MEM-1769,Greg Flores,greg.flores1769@example.com,"860 Canal Rd, Sandusky, OH 45826",1967-06-12,5765,2020-11-01,standard,0.38
MEM-1770,Nellie Nowak,nellie.nowak1770@example.com,"54 Foundry St, Sandusky, OH 44869",1984-11-25,2146,2015-09-01,standard,0.11
MEM-1771,Ernesto Womack,ernesto.womack1771@example.com,"130 Balloon Way, Akron, OH 46752",1990-05-19,5451,2015-01-01,golden_goose,0.35
MEM-1772,Lamar Wright,lamar.wright1772@example.com,"325 Airline Rd, Kalamazoo, MI 48280",1992-03-03,4322,2017-01-01,standard,0.16
MEM-1773,Dolores Walker,dolores.walker1773@example.com,"377 Foundry St, South Bend, IN 45233",1970-05-14,6596,2025-07-01,standard,0.06
MEM-1774,Tomasz Ramirez,tomasz.ramirez1774@example.com,"980 Foundry St, Columbus, OH 49406",1993-04-14,2181,2025-06-01,standard,0.07
MEM-1775,Hannah Martin,hannah.martin1775@example.com,"713 Ferry St, Sandusky, OH 48003",1980-04-02,3827,2020-08-01,standard,0.04
MEM-1776,Wes Tanaka,wes.tanaka1776@example.com,"247 Prairie Ln, Akron, OH 48015",1999-05-27,9214,2025-04-01,standard,0.08
MEM-1777,Jerome Brown,jerome.brown1777@example.com,"299 Maple St, Toledo, OH 44098",1999-11-02,1066,2021-04-01,standard,0.3
MEM-1778,Dolores Flores,dolores.flores1778@example.com,"266 Cedar Blvd, Bowling Green, OH 48136",1975-06-02,9616,2017-10-01,standard,0.16
MEM-1779,Nadia Garcia,nadia.garcia1779@example.com,"953 Ferry St, Dayton, OH 48131",1970-12-27,5856,2019-12-01,standard,0.38
MEM-1780,Ernesto Green,ernesto.green1780@example.com,"697 Balloon Way, Kalamazoo, MI 47275",1962-12-14,8240,2015-01-01,standard,0.09
MEM-1781,Margaret Thomas,margaret.thomas1781@example.com,"905 Balloon Way, Ann Arbor, MI 44090",1984-06-19,7000,2019-11-01,golden_goose,0.13
MEM-1782,Luis Nowak,luis.nowak1782@example.com,"606 Maple St, South Bend, IN 43437",1968-01-25,2960,2025-07-01,standard,0.29
MEM-1783,Otis Baker,otis.baker1783@example.com,"820 Balloon Way, Dayton, OH 46741",1990-04-23,3494,2016-05-01,standard,0.31
MEM-1784,Pearl Torres,pearl.torres1784@example.com,"844 Harbor Rd, Kalamazoo, MI 46583",1994-01-01,4974,2025-03-01,standard,0.22
MEM-1785,Nadia Sanchez,nadia.sanchez1785@example.com,"713 Lakeview Dr, Sandusky, OH 43740",1960-11-27,9517,2025-05-01,standard,0.09
MEM-1786,Priya Martin,priya.martin1786@example.com,"796 Canal Rd, Erie, PA 47394",1961-02-27,6773,2021-11-01,standard,0.19
MEM-1787,Carlos Wilson,carlos.wilson1787@example.com,"885 Summit Ave, Ann Arbor, MI 43489",1971-07-28,2690,2015-09-01,standard,0.1
MEM-1788,Aisha Clark,aisha.clark1788@example.com,"186 Oak Ave, Kalamazoo, MI 47776",1991-05-17,2708,2020-03-01,standard,0.11
MEM-1789,Otis Johnson,otis.johnson1789@example.com,"772 Maple St, South Bend, IN 46487",1996-11-09,9592,2024-12-01,standard,0.28
MEM-1790,Greg Allen,greg.allen1790@example.com,"126 Prairie Ln, Erie, PA 49293",1996-12-08,7582,2017-01-01,standard,0.32
MEM-1791,Mo Martinez,mo.martinez1791@example.com,"711 Harbor Rd, Toledo, OH 46391",1973-10-14,8525,2023-09-01,standard,0.16
MEM-1792,Pearl Miller,pearl.miller1792@example.com,"242 Ferry St, Akron, OH 46794",1970-06-05,9593,2018-07-01,standard,0.24
MEM-1793,Priya Smith,priya.smith1793@example.com,"104 Ferry St, Columbus, OH 43139",2003-02-21,5126,2016-08-01,standard,0.22
MEM-1794,Dolores Torres,dolores.torres1794@example.com,"919 Elm Ct, Dayton, OH 48022",1982-09-25,2444,2017-07-01,standard,0.22
MEM-1795,Bob Young,bob.young1795@example.com,"842 Willow Pass, Fort Wayne, IN 43589",1986-09-21,6362,2018-04-01,standard,0.3
MEM-1796,Jamal Robinson,jamal.robinson1796@example.com,"102 Airline Rd, Findlay, OH 48713",1965-07-07,4292,2023-03-01,standard,0.3
MEM-1797,Ivan Osei,ivan.osei1797@example.com,"568 Oak Ave, Fort Wayne, IN 44589",1970-05-03,2250,2019-04-01,standard,0.31
MEM-1798,Jerome Lewis,jerome.lewis1798@example.com,"923 Balloon Way, South Bend, IN 45147",1974-10-09,2211,2019-09-01,golden_goose,0.24
MEM-1799,Tomasz Brzezinski,tomasz.brzezinski1799@example.com,"271 Foundry St, Toledo, OH 47562",1982-10-09,7905,2016-12-01,standard,0.36
MEM-1800,Curtis Wilson,curtis.wilson1800@example.com,"168 Foundry St, Fort Wayne, IN 48143",1964-04-02,1614,2023-01-01,standard,0.28
MEM-1801,Vera Al-Sayed,vera.al.sayed1801@example.com,"170 Elm Ct, Kalamazoo, MI 44550",1980-04-21,8299,2025-11-01,standard,0.22
MEM-1802,Jerome Baker,jerome.baker1802@example.com,"913 Orchard Ave, Dayton, OH 43941",1979-01-08,3750,2018-11-01,standard,0.2
MEM-1803,Ximena Nowak,ximena.nowak1803@example.com,"483 Willow Pass, Kalamazoo, MI 43725",1988-06-25,5865,2022-03-01,standard,0.21
MEM-1804,Ray Lewis,ray.lewis1804@example.com,"808 Lakeview Dr, Erie, PA 43688",1976-10-08,3598,2024-10-01,standard,0.26
MEM-1805,Hannah Osei,hannah.osei1805@example.com,"659 Airline Rd, Columbus, OH 46029",1997-05-17,6497,2023-12-01,standard,0.05
MEM-1806,Ingrid Nguyen,ingrid.nguyen1806@example.com,"285 Lakeview Dr, Ann Arbor, MI 45540",1974-05-27,7750,2024-08-01,standard,0.25
MEM-1807,Ingrid Harris,ingrid.harris1807@example.com,"515 Harbor Rd, Sandusky, OH 49214",1971-12-11,1963,2020-12-01,standard,0.07
MEM-1808,Wes Womack,wes.womack1808@example.com,"799 Ferry St, Bowling Green, OH 48291",1955-12-18,1109,2024-04-01,standard,0.29
MEM-1809,Umar Johnson,umar.johnson1809@example.com,"44 Ferry St, South Bend, IN 46416",1964-06-02,4010,2024-09-01,standard,0.38
MEM-1810,Zoe Robinson,zoe.robinson1810@example.com,"740 Willow Pass, Columbus, OH 46999",1984-11-01,8483,2021-09-01,standard,0.27
MEM-1811,Quinn Allen,quinn.allen1811@example.com,"545 Maple St, Sandusky, OH 45504",1957-06-21,2870,2022-09-01,standard,0.27
MEM-1812,Kitty Wright,kitty.wright1812@example.com,"439 Cedar Blvd, Findlay, OH 46273",1998-01-02,6667,2017-01-01,standard,0.03
MEM-1813,Linda Wilson,linda.wilson1813@example.com,"551 Summit Ave, Sandusky, OH 49810",1969-03-24,7696,2018-02-01,golden_goose,0.16
